sourceName,date,USD,EUR,number
PARTNER_REUTERS_BIDASK_24H,2020-12-31T01:00:00.000+0000,USD,GBP,0.7328154771
PARTNER_REUTERS_BIDASK_24H,2021-01-01T01:00:00.000+0000,USD,GBP,0.7311544929
PARTNER_REUTERS_BIDASK_24H,2021-01-02T01:00:00.000+0000,USD,GBP,0.7312614260
PARTNER_REUTERS_BIDASK_24H,2021-01-03T01:00:00.000+0000,USD,GBP,0.7312614260
PARTNER_REUTERS_BIDASK_24H,2021-01-04T01:00:00.000+0000,USD,GBP,0.7315288954
PARTNER_REUTERS_BIDASK_24H,2021-01-05T01:00:00.000+0000,USD,GBP,0.7366482505
PARTNER_REUTERS_BIDASK_24H,2021-01-06T01:00:00.000+0000,USD,GBP,0.7335142669
PARTNER_REUTERS_BIDASK_24H,2021-01-07T01:00:00.000+0000,USD,GBP,0.7340527050
PARTNER_REUTERS_BIDASK_24H,2021-01-08T01:00:00.000+0000,USD,GBP,0.7373000074
PARTNER_REUTERS_BIDASK_24H,2021-01-09T01:00:00.000+0000,USD,GBP,0.7370283019
PARTNER_REUTERS_BIDASK_24H,2021-01-10T01:00:00.000+0000,USD,GBP,0.7370283019
PARTNER_REUTERS_BIDASK_24H,2021-01-11T01:00:00.000+0000,USD,GBP,0.7392622163
PARTNER_REUTERS_BIDASK_24H,2021-01-12T01:00:00.000+0000,USD,GBP,0.7398638650
PARTNER_REUTERS_BIDASK_24H,2021-01-13T01:00:00.000+0000,USD,GBP,0.7314218841
PARTNER_REUTERS_BIDASK_24H,2021-01-14T01:00:00.000+0000,USD,GBP,0.7325470661
PARTNER_REUTERS_BIDASK_24H,2021-01-15T01:00:00.000+0000,USD,GBP,0.7305669199
PARTNER_REUTERS_BIDASK_24H,2021-01-16T01:00:00.000+0000,USD,GBP,0.7357810316
PARTNER_REUTERS_BIDASK_24H,2021-01-17T01:00:00.000+0000,USD,GBP,0.7357810316
PARTNER_REUTERS_BIDASK_24H,2021-01-18T01:00:00.000+0000,USD,GBP,0.7361059993
PARTNER_REUTERS_BIDASK_24H,2021-01-19T01:00:00.000+0000,USD,GBP,0.7354563507
PARTNER_REUTERS_BIDASK_24H,2021-01-20T01:00:00.000+0000,USD,GBP,0.7329766180
PARTNER_REUTERS_BIDASK_24H,2021-01-21T01:00:00.000+0000,USD,GBP,0.7318501171
PARTNER_REUTERS_BIDASK_24H,2021-01-22T01:00:00.000+0000,USD,GBP,0.7282790765
PARTNER_REUTERS_BIDASK_24H,2021-01-23T01:00:00.000+0000,USD,GBP,0.7305135510
PARTNER_REUTERS_BIDASK_24H,2021-01-24T01:00:00.000+0000,USD,GBP,0.7305135510
PARTNER_REUTERS_BIDASK_24H,2021-01-25T01:00:00.000+0000,USD,GBP,0.7304601899
PARTNER_REUTERS_BIDASK_24H,2021-01-26T01:00:00.000+0000,USD,GBP,0.7316359380
PARTNER_REUTERS_BIDASK_24H,2021-01-27T01:00:00.000+0000,USD,GBP,0.7274314396
PARTNER_REUTERS_BIDASK_24H,2021-01-28T01:00:00.000+0000,USD,GBP,0.7317965606
PARTNER_REUTERS_BIDASK_24H,2021-01-29T01:00:00.000+0000,USD,GBP,0.7291286912
PARTNER_REUTERS_BIDASK_24H,2021-01-30T01:00:00.000+0000,USD,GBP,0.7291286912
PARTNER_REUTERS_BIDASK_24H,2021-01-31T01:00:00.000+0000,USD,GBP,0.7291286912
PARTNER_REUTERS_BIDASK_24H,2021-02-01T01:00:00.000+0000,USD,GBP,0.7296607078
PARTNER_REUTERS_BIDASK_24H,2021-02-02T01:00:00.000+0000,USD,GBP,0.7314218841
PARTNER_REUTERS_BIDASK_24H,2021-02-03T01:00:00.000+0000,USD,GBP,0.7316894710
PARTNER_REUTERS_BIDASK_24H,2021-02-04T01:00:00.000+0000,USD,GBP,0.7328154771
PARTNER_REUTERS_BIDASK_24H,2021-02-05T01:00:00.000+0000,USD,GBP,0.7306202966
PARTNER_REUTERS_BIDASK_24H,2021-02-06T01:00:00.000+0000,USD,GBP,0.7278550113
PARTNER_REUTERS_BIDASK_24H,2021-02-07T01:00:00.000+0000,USD,GBP,0.7278550113
PARTNER_REUTERS_BIDASK_24H,2021-02-08T01:00:00.000+0000,USD,GBP,0.7280669822
PARTNER_REUTERS_BIDASK_24H,2021-02-09T01:00:00.000+0000,USD,GBP,0.7271669575
PARTNER_REUTERS_BIDASK_24H,2021-02-10T01:00:00.000+0000,USD,GBP,0.7240081089
PARTNER_REUTERS_BIDASK_24H,2021-02-11T01:00:00.000+0000,USD,GBP,0.7231703789
PARTNER_REUTERS_BIDASK_24H,2021-02-12T01:00:00.000+0000,USD,GBP,0.7242702977
PARTNER_REUTERS_BIDASK_24H,2021-02-13T01:00:00.000+0000,USD,GBP,0.7223345854
PARTNER_REUTERS_BIDASK_24H,2021-02-14T01:00:00.000+0000,USD,GBP,0.7223345854
PARTNER_REUTERS_BIDASK_24H,2021-02-15T01:00:00.000+0000,USD,GBP,0.7205649229
PARTNER_REUTERS_BIDASK_24H,2021-02-16T01:00:00.000+0000,USD,GBP,0.7180812868
PARTNER_REUTERS_BIDASK_24H,2021-02-17T01:00:00.000+0000,USD,GBP,0.7208246234
PARTNER_REUTERS_BIDASK_24H,2021-02-18T01:00:00.000+0000,USD,GBP,0.7207726683
PARTNER_REUTERS_BIDASK_24H,2021-02-19T01:00:00.000+0000,USD,GBP,0.7160246312
PARTNER_REUTERS_BIDASK_24H,2021-02-20T01:00:00.000+0000,USD,GBP,0.7133176403
PARTNER_REUTERS_BIDASK_24H,2021-02-22T01:00:00.000+0000,USD,GBP,0.7126060001
PARTNER_REUTERS_BIDASK_24H,2021-02-23T01:00:00.000+0000,USD,GBP,0.7106815436
PARTNER_REUTERS_BIDASK_24H,2021-02-24T01:00:00.000+0000,USD,GBP,0.7078142695
PARTNER_REUTERS_BIDASK_24H,2021-02-25T01:00:00.000+0000,USD,GBP,0.7067637289
PARTNER_REUTERS_BIDASK_24H,2021-02-26T01:00:00.000+0000,USD,GBP,0.7154611147
PARTNER_REUTERS_BIDASK_24H,2021-02-27T01:00:00.000+0000,USD,GBP,0.7175145297
PARTNER_REUTERS_BIDASK_24H,2021-02-28T01:00:00.000+0000,USD,GBP,0.7175145297
PARTNER_REUTERS_BIDASK_24H,2021-03-01T01:00:00.000+0000,USD,GBP,0.7148984844
PARTNER_REUTERS_BIDASK_24H,2021-03-02T01:00:00.000+0000,USD,GBP,0.7179781735
PARTNER_REUTERS_BIDASK_24H,2021-03-03T01:00:00.000+0000,USD,GBP,0.7164863509
PARTNER_REUTERS_BIDASK_24H,2021-03-04T01:00:00.000+0000,USD,GBP,0.7174115790
PARTNER_REUTERS_BIDASK_24H,2021-03-05T01:00:00.000+0000,USD,GBP,0.7199942400
PARTNER_REUTERS_BIDASK_24H,2021-03-06T01:00:00.000+0000,USD,GBP,0.7222302470
PARTNER_REUTERS_BIDASK_24H,2021-03-07T01:00:00.000+0000,USD,GBP,0.7222302470
PARTNER_REUTERS_BIDASK_24H,2021-03-08T01:00:00.000+0000,USD,GBP,0.7216569243
PARTNER_REUTERS_BIDASK_24H,2021-03-09T01:00:00.000+0000,USD,GBP,0.7241129616
PARTNER_REUTERS_BIDASK_24H,2021-03-10T01:00:00.000+0000,USD,GBP,0.7202535292
PARTNER_REUTERS_BIDASK_24H,2021-03-11T01:00:00.000+0000,USD,GBP,0.7179781735
PARTNER_REUTERS_BIDASK_24H,2021-03-12T01:00:00.000+0000,USD,GBP,0.7146941109
PARTNER_REUTERS_BIDASK_24H,2021-03-13T01:00:00.000+0000,USD,GBP,0.7180297264
PARTNER_REUTERS_BIDASK_24H,2021-03-14T01:00:00.000+0000,USD,GBP,0.7180297264
PARTNER_REUTERS_BIDASK_24H,2021-03-15T01:00:00.000+0000,USD,GBP,0.7172057663
PARTNER_REUTERS_BIDASK_24H,2021-03-16T01:00:00.000+0000,USD,GBP,0.7198387561
PARTNER_REUTERS_BIDASK_24H,2021-03-17T01:00:00.000+0000,USD,GBP,0.7192174914
PARTNER_REUTERS_BIDASK_24H,2021-03-18T01:00:00.000+0000,USD,GBP,0.7158708569
PARTNER_REUTERS_BIDASK_24H,2021-03-19T01:00:00.000+0000,USD,GBP,0.7191140515
PARTNER_REUTERS_BIDASK_24H,2021-03-20T01:00:00.000+0000,USD,GBP,0.7205130053
PARTNER_REUTERS_BIDASK_24H,2021-03-21T01:00:00.000+0000,USD,GBP,0.7205130053
PARTNER_REUTERS_BIDASK_24H,2021-03-22T01:00:00.000+0000,USD,GBP,0.7227522405
PARTNER_REUTERS_BIDASK_24H,2021-03-23T01:00:00.000+0000,USD,GBP,0.7220216606
PARTNER_REUTERS_BIDASK_24H,2021-03-24T01:00:00.000+0000,USD,GBP,0.7278550113
PARTNER_REUTERS_BIDASK_24H,2021-03-25T01:00:00.000+0000,USD,GBP,0.7301935013
PARTNER_REUTERS_BIDASK_24H,2021-03-26T01:00:00.000+0000,USD,GBP,0.7273256237
PARTNER_REUTERS_BIDASK_24H,2021-03-27T01:00:00.000+0000,USD,GBP,0.7251105794
PARTNER_REUTERS_BIDASK_24H,2021-03-29T01:00:00.000+0000,USD,GBP,0.7257420713
PARTNER_REUTERS_BIDASK_24H,2021-03-30T01:00:00.000+0000,USD,GBP,0.7262691553
PARTNER_REUTERS_BIDASK_24H,2021-03-31T01:00:00.000+0000,USD,GBP,0.7276431638
PARTNER_REUTERS_BIDASK_24H,2021-04-01T01:00:00.000+0000,USD,GBP,0.7254788160
PARTNER_REUTERS_BIDASK_24H,2021-04-02T01:00:00.000+0000,USD,GBP,0.7225433526
PARTNER_REUTERS_BIDASK_24H,2021-04-03T01:00:00.000+0000,USD,GBP,0.7228044814
PARTNER_REUTERS_BIDASK_24H,2021-04-04T01:00:00.000+0000,USD,GBP,0.7228044814
PARTNER_REUTERS_BIDASK_24H,2021-04-05T01:00:00.000+0000,USD,GBP,0.7230657990
PARTNER_REUTERS_BIDASK_24H,2021-04-06T01:00:00.000+0000,USD,GBP,0.7191657677
PARTNER_REUTERS_BIDASK_24H,2021-04-07T01:00:00.000+0000,USD,GBP,0.7229089858
PARTNER_REUTERS_BIDASK_24H,2021-04-08T01:00:00.000+0000,USD,GBP,0.7275372863
PARTNER_REUTERS_BIDASK_24H,2021-04-09T01:00:00.000+0000,USD,GBP,0.7274314396
PARTNER_REUTERS_BIDASK_24H,2021-04-10T01:00:00.000+0000,USD,GBP,0.7293414047
PARTNER_REUTERS_BIDASK_24H,2021-04-12T01:00:00.000+0000,USD,GBP,0.7292882147
PARTNER_REUTERS_BIDASK_24H,2021-04-13T01:00:00.000+0000,USD,GBP,0.7274843591
PARTNER_REUTERS_BIDASK_24H,2020-12-31T01:00:00.000+0000,USD,TRY,7.3792
PARTNER_REUTERS_BIDASK_24H,2021-01-01T01:00:00.000+0000,USD,TRY,7.4371
PARTNER_REUTERS_BIDASK_24H,2021-01-02T01:00:00.000+0000,USD,TRY,7.4371
PARTNER_REUTERS_BIDASK_24H,2021-01-03T01:00:00.000+0000,USD,TRY,7.4371
PARTNER_REUTERS_BIDASK_24H,2021-01-04T01:00:00.000+0000,USD,TRY,7.4299
PARTNER_REUTERS_BIDASK_24H,2021-01-05T01:00:00.000+0000,USD,TRY,7.4193
PARTNER_REUTERS_BIDASK_24H,2021-01-06T01:00:00.000+0000,USD,TRY,7.3849
PARTNER_REUTERS_BIDASK_24H,2021-01-07T01:00:00.000+0000,USD,TRY,7.3023
PARTNER_REUTERS_BIDASK_24H,2021-01-08T01:00:00.000+0000,USD,TRY,7.3299
PARTNER_REUTERS_BIDASK_24H,2021-01-09T01:00:00.000+0000,USD,TRY,7.3713
PARTNER_REUTERS_BIDASK_24H,2021-01-10T01:00:00.000+0000,USD,TRY,7.3713
PARTNER_REUTERS_BIDASK_24H,2021-01-11T01:00:00.000+0000,USD,TRY,7.357
PARTNER_REUTERS_BIDASK_24H,2021-01-12T01:00:00.000+0000,USD,TRY,7.4746
PARTNER_REUTERS_BIDASK_24H,2021-01-13T01:00:00.000+0000,USD,TRY,7.4496
PARTNER_REUTERS_BIDASK_24H,2021-01-14T01:00:00.000+0000,USD,TRY,7.3971
PARTNER_REUTERS_BIDASK_24H,2021-01-15T01:00:00.000+0000,USD,TRY,7.365
PARTNER_REUTERS_BIDASK_24H,2021-01-16T01:00:00.000+0000,USD,TRY,7.4733
PARTNER_REUTERS_BIDASK_24H,2021-01-17T01:00:00.000+0000,USD,TRY,7.4733
PARTNER_REUTERS_BIDASK_24H,2021-01-18T01:00:00.000+0000,USD,TRY,7.465
PARTNER_REUTERS_BIDASK_24H,2021-01-19T01:00:00.000+0000,USD,TRY,7.481
PARTNER_REUTERS_BIDASK_24H,2021-01-20T01:00:00.000+0000,USD,TRY,7.465
PARTNER_REUTERS_BIDASK_24H,2021-01-21T01:00:00.000+0000,USD,TRY,7.4169
PARTNER_REUTERS_BIDASK_24H,2021-01-22T01:00:00.000+0000,USD,TRY,7.3661
PARTNER_REUTERS_BIDASK_24H,2021-01-23T01:00:00.000+0000,USD,TRY,7.4106
PARTNER_REUTERS_BIDASK_24H,2021-01-24T01:00:00.000+0000,USD,TRY,7.4106
PARTNER_REUTERS_BIDASK_24H,2021-01-25T01:00:00.000+0000,USD,TRY,7.4139
PARTNER_REUTERS_BIDASK_24H,2021-01-26T01:00:00.000+0000,USD,TRY,7.405
PARTNER_REUTERS_BIDASK_24H,2021-01-27T01:00:00.000+0000,USD,TRY,7.3475
PARTNER_REUTERS_BIDASK_24H,2021-01-28T01:00:00.000+0000,USD,TRY,7.4029
PARTNER_REUTERS_BIDASK_24H,2021-01-29T01:00:00.000+0000,USD,TRY,7.3432
PARTNER_REUTERS_BIDASK_24H,2021-01-30T01:00:00.000+0000,USD,TRY,7.3099
PARTNER_REUTERS_BIDASK_24H,2021-01-31T01:00:00.000+0000,USD,TRY,7.3099
PARTNER_REUTERS_BIDASK_24H,2021-02-01T01:00:00.000+0000,USD,TRY,7.2783
PARTNER_REUTERS_BIDASK_24H,2021-02-02T01:00:00.000+0000,USD,TRY,7.1814
PARTNER_REUTERS_BIDASK_24H,2021-02-03T01:00:00.000+0000,USD,TRY,7.1954
PARTNER_REUTERS_BIDASK_24H,2021-02-04T01:00:00.000+0000,USD,TRY,7.1557
PARTNER_REUTERS_BIDASK_24H,2021-02-05T01:00:00.000+0000,USD,TRY,7.1297
PARTNER_REUTERS_BIDASK_24H,2021-02-06T01:00:00.000+0000,USD,TRY,7.0488
PARTNER_REUTERS_BIDASK_24H,2021-02-07T01:00:00.000+0000,USD,TRY,7.0488
PARTNER_REUTERS_BIDASK_24H,2021-02-08T01:00:00.000+0000,USD,TRY,7.05
PARTNER_REUTERS_BIDASK_24H,2021-02-09T01:00:00.000+0000,USD,TRY,7.0778
PARTNER_REUTERS_BIDASK_24H,2021-02-10T01:00:00.000+0000,USD,TRY,7.0593
PARTNER_REUTERS_BIDASK_24H,2021-02-11T01:00:00.000+0000,USD,TRY,7.053
PARTNER_REUTERS_BIDASK_24H,2021-02-12T01:00:00.000+0000,USD,TRY,7.024
PARTNER_REUTERS_BIDASK_24H,2021-02-13T01:00:00.000+0000,USD,TRY,7.0325
PARTNER_REUTERS_BIDASK_24H,2021-02-14T01:00:00.000+0000,USD,TRY,7.0325
PARTNER_REUTERS_BIDASK_24H,2021-02-15T01:00:00.000+0000,USD,TRY,7.0273
PARTNER_REUTERS_BIDASK_24H,2021-02-16T01:00:00.000+0000,USD,TRY,6.9577
PARTNER_REUTERS_BIDASK_24H,2021-02-17T01:00:00.000+0000,USD,TRY,6.9909
PARTNER_REUTERS_BIDASK_24H,2021-02-18T01:00:00.000+0000,USD,TRY,6.9692
PARTNER_REUTERS_BIDASK_24H,2021-02-19T01:00:00.000+0000,USD,TRY,6.976
PARTNER_REUTERS_BIDASK_24H,2021-02-20T01:00:00.000+0000,USD,TRY,6.958
PARTNER_REUTERS_BIDASK_24H,2021-02-22T01:00:00.000+0000,USD,TRY,6.9817
PARTNER_REUTERS_BIDASK_24H,2021-02-23T01:00:00.000+0000,USD,TRY,7.014
PARTNER_REUTERS_BIDASK_24H,2021-02-24T01:00:00.000+0000,USD,TRY,7.102
PARTNER_REUTERS_BIDASK_24H,2021-02-25T01:00:00.000+0000,USD,TRY,7.1607
PARTNER_REUTERS_BIDASK_24H,2021-02-26T01:00:00.000+0000,USD,TRY,7.351
PARTNER_REUTERS_BIDASK_24H,2021-02-27T01:00:00.000+0000,USD,TRY,7.4226
PARTNER_REUTERS_BIDASK_24H,2021-02-28T01:00:00.000+0000,USD,TRY,7.4226
PARTNER_REUTERS_BIDASK_24H,2021-03-01T01:00:00.000+0000,USD,TRY,7.3932
PARTNER_REUTERS_BIDASK_24H,2021-03-02T01:00:00.000+0000,USD,TRY,7.2759
PARTNER_REUTERS_BIDASK_24H,2021-03-03T01:00:00.000+0000,USD,TRY,7.3417
PARTNER_REUTERS_BIDASK_24H,2021-03-04T01:00:00.000+0000,USD,TRY,7.4553
PARTNER_REUTERS_BIDASK_24H,2021-03-05T01:00:00.000+0000,USD,TRY,7.5202
PARTNER_REUTERS_BIDASK_24H,2021-03-06T01:00:00.000+0000,USD,TRY,7.5348
PARTNER_REUTERS_BIDASK_24H,2021-03-07T01:00:00.000+0000,USD,TRY,7.5348
PARTNER_REUTERS_BIDASK_24H,2021-03-08T01:00:00.000+0000,USD,TRY,7.5144
PARTNER_REUTERS_BIDASK_24H,2021-03-09T01:00:00.000+0000,USD,TRY,7.7695
PARTNER_REUTERS_BIDASK_24H,2021-03-10T01:00:00.000+0000,USD,TRY,7.6019
PARTNER_REUTERS_BIDASK_24H,2021-03-11T01:00:00.000+0000,USD,TRY,7.4992
PARTNER_REUTERS_BIDASK_24H,2021-03-12T01:00:00.000+0000,USD,TRY,7.4778
PARTNER_REUTERS_BIDASK_24H,2021-03-13T01:00:00.000+0000,USD,TRY,7.5586
PARTNER_REUTERS_BIDASK_24H,2021-03-14T01:00:00.000+0000,USD,TRY,7.5586
PARTNER_REUTERS_BIDASK_24H,2021-03-15T01:00:00.000+0000,USD,TRY,7.5591
PARTNER_REUTERS_BIDASK_24H,2021-03-16T01:00:00.000+0000,USD,TRY,7.5294
PARTNER_REUTERS_BIDASK_24H,2021-03-17T01:00:00.000+0000,USD,TRY,7.4896
PARTNER_REUTERS_BIDASK_24H,2021-03-18T01:00:00.000+0000,USD,TRY,7.492
PARTNER_REUTERS_BIDASK_24H,2021-03-19T01:00:00.000+0000,USD,TRY,7.3236
PARTNER_REUTERS_BIDASK_24H,2021-03-20T01:00:00.000+0000,USD,TRY,7.214
PARTNER_REUTERS_BIDASK_24H,2021-03-21T01:00:00.000+0000,USD,TRY,7.214
PARTNER_REUTERS_BIDASK_24H,2021-03-22T01:00:00.000+0000,USD,TRY,8.1233
PARTNER_REUTERS_BIDASK_24H,2021-03-23T01:00:00.000+0000,USD,TRY,7.8267
PARTNER_REUTERS_BIDASK_24H,2021-03-24T01:00:00.000+0000,USD,TRY,7.9365
PARTNER_REUTERS_BIDASK_24H,2021-03-25T01:00:00.000+0000,USD,TRY,7.9107
PARTNER_REUTERS_BIDASK_24H,2021-03-26T01:00:00.000+0000,USD,TRY,7.9432
PARTNER_REUTERS_BIDASK_24H,2021-03-27T01:00:00.000+0000,USD,TRY,8.135
PARTNER_REUTERS_BIDASK_24H,2021-03-29T01:00:00.000+0000,USD,TRY,8.1065
PARTNER_REUTERS_BIDASK_24H,2021-03-30T01:00:00.000+0000,USD,TRY,8.2476
PARTNER_REUTERS_BIDASK_24H,2021-03-31T01:00:00.000+0000,USD,TRY,8.3317
PARTNER_REUTERS_BIDASK_24H,2021-04-01T01:00:00.000+0000,USD,TRY,8.2397
PARTNER_REUTERS_BIDASK_24H,2021-04-02T01:00:00.000+0000,USD,TRY,8.1194
PARTNER_REUTERS_BIDASK_24H,2021-04-03T01:00:00.000+0000,USD,TRY,8.1619
PARTNER_REUTERS_BIDASK_24H,2021-04-04T01:00:00.000+0000,USD,TRY,8.1619
PARTNER_REUTERS_BIDASK_24H,2021-04-05T01:00:00.000+0000,USD,TRY,8.1995
PARTNER_REUTERS_BIDASK_24H,2021-04-06T01:00:00.000+0000,USD,TRY,8.1039
PARTNER_REUTERS_BIDASK_24H,2021-04-07T01:00:00.000+0000,USD,TRY,8.1346
PARTNER_REUTERS_BIDASK_24H,2021-04-08T01:00:00.000+0000,USD,TRY,8.149
PARTNER_REUTERS_BIDASK_24H,2021-04-09T01:00:00.000+0000,USD,TRY,8.129
PARTNER_REUTERS_BIDASK_24H,2021-04-10T01:00:00.000+0000,USD,TRY,8.1534
PARTNER_REUTERS_BIDASK_24H,2021-04-12T01:00:00.000+0000,USD,TRY,8.165
PARTNER_REUTERS_BIDASK_24H,2021-04-13T01:00:00.000+0000,USD,TRY,8.1439
