PARTNER_REUTERS_BIDASK_24H,2021-03-31T01:00:00.000+0000,USD,EUR,0.8529512112

PARTNER_REUTERS_BIDASK_24H,2021-04-01T01:00:00.000+0000,USD,EUR,0.8527330093

PARTNER_REUTERS_BIDASK_24H,2021-04-02T01:00:00.000+0000,USD,EUR,0.8493290301

PARTNER_REUTERS_BIDASK_24H,2021-04-03T01:00:00.000+0000,USD,EUR,0.8499065103

PARTNER_REUTERS_BIDASK_24H,2021-04-04T01:00:00.000+0000,USD,EUR,0.8499065103

PARTNER_REUTERS_BIDASK_24H,2021-04-05T01:00:00.000+0000,USD,EUR,0.8497620666

PARTNER_REUTERS_BIDASK_24H,2021-04-06T01:00:00.000+0000,USD,EUR,0.8464533604

PARTNER_REUTERS_BIDASK_24H,2021-04-07T01:00:00.000+0000,USD,EUR,0.8422471153

PARTNER_REUTERS_BIDASK_24H,2021-04-08T01:00:00.000+0000,USD,EUR,0.8423180593

PARTNER_REUTERS_BIDASK_24H,2021-04-09T01:00:00.000+0000,USD,EUR,0.8391373668

PARTNER_REUTERS_BIDASK_24H,2021-04-10T01:00:00.000+0000,USD,EUR,0.8403361345

PARTNER_REUTERS_BIDASK_24H,2021-04-12T01:00:00.000+0000,USD,EUR,0.8401243384

PARTNER_REUTERS_BIDASK_24H,2021-03-31T01:00:00.000+0000,USD,EUR,0.8529512112

PARTNER_REUTERS_BIDASK_24H,2021-04-01T01:00:00.000+0000,USD,EUR,0.8527330093

PARTNER_REUTERS_BIDASK_24H,2021-04-02T01:00:00.000+0000,USD,EUR,0.8493290301

PARTNER_REUTERS_BIDASK_24H,2021-04-03T01:00:00.000+0000,USD,EUR,0.8499065103

PARTNER_REUTERS_BIDASK_24H,2021-04-04T01:00:00.000+0000,USD,EUR,0.8499065103

PARTNER_REUTERS_BIDASK_24H,2021-04-05T01:00:00.000+0000,USD,EUR,0.8497620666

PARTNER_REUTERS_BIDASK_24H,2021-04-06T01:00:00.000+0000,USD,EUR,0.8464533604

PARTNER_REUTERS_BIDASK_24H,2021-04-07T01:00:00.000+0000,USD,EUR,0.8422471153

PARTNER_REUTERS_BIDASK_24H,2021-04-08T01:00:00.000+0000,USD,EUR,0.8423180593

PARTNER_REUTERS_BIDASK_24H,2021-04-09T01:00:00.000+0000,USD,EUR,0.8391373668

PARTNER_REUTERS_BIDASK_24H,2021-04-10T01:00:00.000+0000,USD,EUR,0.8403361345

PARTNER_REUTERS_BIDASK_24H,2021-04-12T01:00:00.000+0000,USD,EUR,0.8401243384

PARTNER_REUTERS_BIDASK_24H,2021-03-31T01:00:00.000+0000,USD,EUR,0.8529425313

PARTNER_REUTERS_BIDASK_24H,2021-04-01T01:00:00.000+0000,USD,EUR,0.8527332120

PARTNER_REUTERS_BIDASK_24H,2021-04-02T01:00:00.000+0000,USD,EUR,0.8493290312

PARTNER_REUTERS_BIDASK_24H,2021-04-03T01:00:00.000+0000,USD,EUR,0.8499065010

PARTNER_REUTERS_BIDASK_24H,2021-04-04T01:00:00.000+0000,USD,EUR,0.8499065100

PARTNER_REUTERS_BIDASK_24H,2021-04-05T01:00:00.000+0000,USD,EUR,0.8497602466

PARTNER_REUTERS_BIDASK_24H,2021-04-06T01:00:00.000+0000,USD,EUR,0.8464542404

PARTNER_REUTERS_BIDASK_24H,2021-04-07T01:00:00.000+0000,USD,EUR,0.8421441153

PARTNER_REUTERS_BIDASK_24H,2021-04-08T01:00:00.000+0000,USD,EUR,0.842521493

PARTNER_REUTERS_BIDASK_24H,2021-04-09T01:00:00.000+0000,USD,EUR,0.839421668

PARTNER_REUTERS_BIDASK_24H,2021-04-10T01:00:00.000+0000,USD,EUR,0.840342445

PARTNER_REUTERS_BIDASK_24H,2021-04-12T01:00:00.000+0000,USD,EUR,0.844213384

PARTNER_REUTERS_BIDASK_24H,2021-03-31T01:00:00.000+0000,USD,EUR,0.854354312

PARTNER_REUTERS_BIDASK_24H,2021-04-01T01:00:00.000+0000,USD,EUR,0.852434343

PARTNER_REUTERS_BIDASK_24H,2021-04-02T01:00:00.000+0000,USD,EUR,0.849329401

PARTNER_REUTERS_BIDASK_24H,2021-04-03T01:00:00.000+0000,USD,EUR,0.8499242103

PARTNER_REUTERS_BIDASK_24H,2021-04-04T01:00:00.000+0000,USD,EUR,0.8492112103

PARTNER_REUTERS_BIDASK_24H,2021-04-05T01:00:00.000+0000,USD,EUR,0.8493530666

PARTNER_REUTERS_BIDASK_24H,2021-04-06T01:00:00.000+0000,USD,EUR,0.848354504

PARTNER_REUTERS_BIDASK_24H,2021-04-07T01:00:00.000+0000,USD,EUR,0.842238553

PARTNER_REUTERS_BIDASK_24H,2021-04-08T01:00:00.000+0000,USD,EUR,0.8424280593

PARTNER_REUTERS_BIDASK_24H,2021-04-09T01:00:00.000+0000,USD,EUR,0.8391241468

PARTNER_REUTERS_BIDASK_24H,2021-04-10T01:00:00.000+0000,USD,EUR,0.8403532445

PARTNER_REUTERS_BIDASK_24H,2021-04-12T01:00:00.000+0000,USD,EUR,0.8401235284

PARTNER_REUTERS_BIDASK_24H,2021-03-31T01:00:00.000+0000,USD,EUR,0.8529252212

PARTNER_REUTERS_BIDASK_24H,2021-04-01T01:00:00.000+0000,USD,EUR,0.8527421493

PARTNER_REUTERS_BIDASK_24H,2021-04-02T01:00:00.000+0000,USD,EUR,0.849424211

PARTNER_REUTERS_BIDASK_24H,2021-04-03T01:00:00.000+0000,USD,EUR,0.8499042103

PARTNER_REUTERS_BIDASK_24H,2021-04-04T01:00:00.000+0000,USD,EUR,0.8494214103

PARTNER_REUTERS_BIDASK_24H,2021-04-05T01:00:00.000+0000,USD,EUR,0.8442147666

PARTNER_REUTERS_BIDASK_24H,2021-04-06T01:00:00.000+0000,USD,EUR,0.8464372404

PARTNER_REUTERS_BIDASK_24H,2021-04-07T01:00:00.000+0000,USD,EUR,0.8424214153

PARTNER_REUTERS_BIDASK_24H,2021-04-08T01:00:00.000+0000,USD,EUR,0.8434587593

PARTNER_REUTERS_BIDASK_24H,2021-04-09T01:00:00.000+0000,USD,EUR,0.8391835668

PARTNER_REUTERS_BIDASK_24H,2021-04-10T01:00:00.000+0000,USD,EUR,0.8408754345

PARTNER_REUTERS_BIDASK_24H,2021-04-12T01:00:00.000+0000,USD,EUR,0.8401238784